city,date,fare,ride_id
Richardfort,3/4/2019,14.83,9474110000000.00
Karenberg,1/8/2019,9.5,1452910000000.00
West Robert,3/14/2019,18.28,4582730000000.00
New Paulville,2/15/2019,28.18,2042630000000.00
West Patrickchester,5/3/2019,44.85,9421080000000.00
Loganberg,4/3/2019,5.16,9234860000000.00
Pattyland,5/2/2019,4.23,165885000000.00
West Christopherberg,2/20/2019,26.9,1241900000000.00
Leahton,2/5/2019,8.38,5895520000000.00
Richardfort,3/28/2019,7.75,5539060000000.00
West Anthony,3/11/2019,41.37,1133820000000.00
East Kaylahaven,4/17/2019,41.19,632034000000.00
Williamsstad,4/1/2019,16.83,1516900000000.00
South Phillip,2/12/2019,23.69,3667620000000.00
West Samuelburgh,1/18/2019,16.96,3936670000000.00
Royland,3/24/2019,10.05,2956670000000.00
Justinberg,1/24/2019,8.83,1863370000000.00
Karenberg,1/30/2019,8.79,3832470000000.00
North Markport,4/9/2019,20.23,2580600000000.00
Roberthaven,3/17/2019,26.71,9351520000000.00
Royland,1/11/2019,43.07,758051000000.00
Hurleymouth,1/31/2019,19.23,9537340000000.00
Roberthaven,4/22/2019,31.29,4104820000000.00
Grahamburgh,3/16/2019,30.66,4739690000000.00
Johnton,4/26/2019,4.63,3435310000000.00
Huntermouth,5/7/2019,25.83,961632000000.00
Pattyland,3/19/2019,18.17,9394780000000.00
West Robert,4/16/2019,25.65,3598780000000.00
Leahton,4/13/2019,18.25,6160380000000.00
Port Frank,4/18/2019,33.73,2262740000000.00
Port Frank,2/28/2019,33.83,1263730000000.00
West Josephberg,3/8/2019,9.54,8122520000000.00
Grahamburgh,2/8/2019,10.63,3654330000000.00
Williamsstad,5/6/2019,26.43,8987900000000.00
North Barbara,3/27/2019,33.4,5616230000000.00
South Phillip,4/17/2019,42.3,1295830000000.00
Erikaland,2/5/2019,14.13,9877190000000.00
Port Samanthamouth,1/19/2019,38.58,2627710000000.00
North Jasmine,4/21/2019,5.31,2978640000000.00
West Gabriel,4/27/2019,37.74,7635910000000.00
Rodneyfort,2/6/2019,27.87,9791960000000.00
New Paulton,4/27/2019,19.06,200115000000.00
Hurleymouth,4/22/2019,9.14,5563890000000.00
South Phillip,3/2/2019,30.62,4979350000000.00
West Ericstad,1/25/2019,23.27,2128080000000.00
Port Samanthamouth,3/20/2019,36.7,818658000000.00
West Josephberg,1/17/2019,7.87,2300520000000.00
Port Angela,3/10/2019,43.18,1889760000000.00
West Gabriel,4/25/2019,10.86,8501530000000.00
Hurleymouth,2/15/2019,42.61,9952000000000.00
Jerryton,4/18/2019,42.8,2662880000000.00
Lake Danielberg,2/9/2019,10.62,9241720000000.00
South Phillip,1/14/2019,41.66,2773170000000.00
West Robert,3/28/2019,35.88,2845460000000.00
New Kimberlyborough,4/28/2019,33.35,9501640000000.00
New Paulville,5/2/2019,12.08,616282000000.00
West Josephberg,4/30/2019,40.08,5405560000000.00
Erikaland,3/17/2019,39.58,6422630000000.00
North Madeline,4/8/2019,25.79,9441480000000.00
West Heidi,4/6/2019,23.41,9786800000000.00
Reynoldsfurt,2/2/2019,29.07,1864210000000.00
South Latoya,1/18/2019,5.69,701359000000.00
Amandaburgh,3/7/2019,18.76,3419450000000.00
West Josephberg,1/20/2019,38.39,4397730000000.00
Lake Jonathanshire,1/29/2019,41.05,6649690000000.00
West Anthony,4/18/2019,31.16,8478260000000.00
Raymondhaven,4/6/2019,30.36,8733070000000.00
Hurleymouth,1/11/2019,37.44,7883630000000.00
Roberthaven,1/28/2019,21.72,7329970000000.00
New Paulville,4/29/2019,14.59,3633770000000.00
Robertport,3/26/2019,13.34,5448150000000.00
Port Frank,1/19/2019,4.86,5084600000000.00
Rogerston,3/26/2019,13.97,2819920000000.00
Liumouth,1/16/2019,6.02,3852180000000.00
Lake Danielberg,1/21/2019,14.09,9568310000000.00
West Josephberg,3/21/2019,6.13,2303870000000.00
Leahton,1/15/2019,21.95,1795520000000.00
Huntermouth,4/3/2019,29.88,8967620000000.00
Lake Danielberg,5/3/2019,19.97,554189000000.00
Loganberg,2/21/2019,7.49,641484000000.00
North Madeline,2/16/2019,37.75,1453600000000.00
Hurleymouth,4/9/2019,20.31,2511590000000.00
Port Johnbury,3/30/2019,19.48,5137840000000.00
Royland,5/7/2019,36.22,2538030000000.00
Richardfort,2/14/2019,44.11,2503860000000.00
Johnton,1/25/2019,28.14,7110470000000.00
North Jason,4/12/2019,33.12,1713990000000.00
South Phillip,1/5/2019,41.55,8825680000000.00
Reynoldsfurt,1/21/2019,25.19,1033220000000.00
West Ericstad,4/12/2019,27.69,4567960000000.00
Richardfort,4/27/2019,30.31,6106450000000.00
West Heidi,4/22/2019,8.89,5408400000000.00
Johnton,3/4/2019,36.76,3273290000000.00
West Angela,1/2/2019,19.81,9739970000000.00
Leahton,2/28/2019,31.01,2116500000000.00
Johnton,4/11/2019,16.63,7248460000000.00
Port David,1/21/2019,32.92,857957000000.00
New Kimberlyborough,4/1/2019,35.11,8275820000000.00
Port Frank,2/26/2019,25.18,7280800000000.00
Barajasview,1/24/2019,9.21,1841070000000.00
South Phillip,4/21/2019,32.85,2752330000000.00
North Jasmine,4/3/2019,19.66,9206120000000.00
New Kimberlyborough,3/13/2019,14.84,1839170000000.00
North Jasmine,1/5/2019,26.72,3669060000000.00
Reynoldsfurt,2/13/2019,7.43,5244430000000.00
North Barbara,5/5/2019,38.15,256007000000.00
South Karenland,4/23/2019,12.34,9185790000000.00
North Jasmine,4/17/2019,22.41,4198040000000.00
East Kaylahaven,2/16/2019,34.42,7999610000000.00
West Samuelburgh,3/7/2019,34.22,1129570000000.00
Richardfort,3/3/2019,11.42,2916080000000.00
West Heidi,2/19/2019,7.64,8966130000000.00
Raymondhaven,5/8/2019,18.45,1811570000000.00
North Markport,4/29/2019,19.8,1839020000000.00
New Paulton,2/17/2019,37.44,7429670000000.00
Karenside,1/25/2019,19.6,4716960000000.00
South Jack,3/3/2019,29.88,2153390000000.00
South Michelleport,1/20/2019,34.72,6387940000000.00
North Jason,4/1/2019,40.45,1101700000000.00
Joneschester,1/26/2019,13.77,6678140000000.00
Amandaburgh,1/2/2019,33.06,6330660000000.00
North Jason,3/28/2019,42.75,4271680000000.00
Roberthaven,1/28/2019,28.11,6228200000000.00
South Karenland,2/13/2019,24.16,3274620000000.00
Rogerston,1/23/2019,21.64,3849700000000.00
Robertport,2/14/2019,18.38,9072930000000.00
West Samuelburgh,1/6/2019,11.01,73344113439.00
New Paulton,4/6/2019,38.8,8523230000000.00
Port Johnbury,4/12/2019,8.42,39663640391.00
South Karenland,5/3/2019,19.69,2542830000000.00
Liumouth,3/22/2019,39.96,6162500000000.00
South Evanton,4/29/2019,5.16,314703000000.00
Huntermouth,4/20/2019,23.65,3496020000000.00
Simpsonburgh,4/26/2019,29.22,4452630000000.00
Valentineton,2/17/2019,21.74,4882230000000.00
Deanville,1/12/2019,39.45,419668000000.00
South Karenland,4/27/2019,6.62,9440450000000.00
Lake Jonathanshire,3/22/2019,18.72,4675970000000.00
East Kaylahaven,3/1/2019,23.45,3219970000000.00
Port David,4/12/2019,35.51,2988690000000.00
West Gabriel,1/30/2019,25.64,3458710000000.00
South Evanton,2/13/2019,44.33,3933480000000.00
Richardfort,1/13/2019,25.81,9110910000000.00
North Madeline,4/4/2019,25.38,6907040000000.00
South Evanton,4/6/2019,9.3,1037050000000.00
Royland,2/18/2019,8.32,5213110000000.00
Hurleymouth,1/7/2019,20.01,4462370000000.00
West Anthony,4/8/2019,20.83,9582300000000.00
Martinezhaven,2/14/2019,27.16,2199000000000.00
North Jasmine,1/21/2019,33.06,4263010000000.00
Carriemouth,4/15/2019,40.03,2667930000000.00
Lake Scottton,1/21/2019,21.81,294152000000.00
Hurleymouth,1/17/2019,24.86,9295340000000.00
North Barbara,3/17/2019,6.12,5476940000000.00
Royland,4/23/2019,40.39,338532000000.00
North Jason,1/12/2019,9.97,8000610000000.00
West Ericstad,1/27/2019,29.05,7599450000000.00
Joneschester,3/13/2019,27.79,1264450000000.00
North Madeline,5/3/2019,16.44,212158000000.00
Loganberg,2/18/2019,23.98,9369010000000.00
West Patrickchester,4/7/2019,33.9,3859130000000.00
Justinberg,4/4/2019,19.38,3733960000000.00
Lake Jonathanshire,4/16/2019,32.47,1013870000000.00
Karenside,3/4/2019,25.21,9107960000000.00
North Madeline,2/4/2019,9.84,9479830000000.00
West Josephberg,3/30/2019,25.19,7575790000000.00
West Christopherberg,5/1/2019,39.8,5350290000000.00
Lake Scottton,4/19/2019,37.67,5487290000000.00
Simpsonburgh,5/4/2019,33.11,2860860000000.00
South Karenland,1/23/2019,22.54,906736000000.00
South Evanton,2/26/2019,7.81,741939000000.00
New Paulville,1/2/2019,33.08,2368540000000.00
Carriemouth,3/8/2019,37.81,7350660000000.00
North Madeline,3/1/2019,20.8,1575100000000.00
West Heidi,1/17/2019,24.19,8798100000000.00
Amandaburgh,1/13/2019,23.35,9975080000000.00
Valentineton,3/6/2019,38.88,2762940000000.00
South Phillip,3/23/2019,40.07,2307850000000.00
West Angela,2/22/2019,23.09,5991670000000.00
Erikaland,4/25/2019,34.05,5673820000000.00
Loganberg,4/23/2019,32.4,2448430000000.00
West Heidi,1/1/2019,10.75,6571510000000.00
South Michelleport,1/27/2019,30.16,3948530000000.00
Christopherfurt,3/15/2019,34.09,1264520000000.00
North Markport,4/6/2019,18.15,7268610000000.00
West Anthony,2/10/2019,38.54,8950010000000.00
South Phillip,4/16/2019,24.63,7860900000000.00
South Phillip,1/7/2019,6.54,197654000000.00
Williamsview,3/2/2019,25.15,5050610000000.00
Port Frank,1/5/2019,35.35,1918780000000.00
West Angela,3/18/2019,13.06,7206620000000.00
Liumouth,4/14/2019,25.28,7891750000000.00
Port Frank,5/3/2019,21.11,9063920000000.00
Jerryton,3/4/2019,22.91,3498910000000.00
Richardfort,3/6/2019,8.28,5127600000000.00
Lake Danielberg,1/14/2019,24.14,7958890000000.00
South Evanton,1/17/2019,34.55,3373260000000.00
Williamsview,1/25/2019,41.17,4838880000000.00
South Jack,1/29/2019,43.12,6046700000000.00
Justinberg,2/13/2019,10.18,3143510000000.00
Liumouth,4/29/2019,23.99,819442000000.00
South Jack,1/9/2019,21.13,6055920000000.00
South Michelleport,3/29/2019,11.06,9979820000000.00
Hurleymouth,2/23/2019,31.97,1990080000000.00
West Samuelburgh,2/22/2019,17.35,3943010000000.00
North Barbara,4/9/2019,6.68,2535410000000.00
Royland,1/20/2019,6.66,4292340000000.00
Lake Scottton,4/8/2019,44.03,9052900000000.00
Raymondhaven,4/30/2019,29.84,7628280000000.00
Lake Scottton,5/8/2019,18.04,5616260000000.00
Martinezhaven,5/7/2019,6.89,3266250000000.00
Lake Scottton,2/8/2019,34.95,7928830000000.00
Richardfort,2/5/2019,42.22,4051090000000.00
West Josephberg,4/11/2019,18.65,6034780000000.00
New Paulville,3/5/2019,23.75,9558030000000.00
South Phillip,5/7/2019,36.51,2373460000000.00
South Karenland,3/22/2019,15.54,1305520000000.00
Valentineton,1/22/2019,17.74,6348950000000.00
South Evanton,5/7/2019,34.03,3182590000000.00
Pattyland,4/19/2019,4.55,6863690000000.00
Port Samanthamouth,3/15/2019,5.62,6911790000000.00
East Kaylahaven,1/11/2019,8.02,9778560000000.00
North Madeline,2/27/2019,36.87,9531910000000.00
Richardfort,4/4/2019,16.35,6077910000000.00
South Michelleport,2/11/2019,28.03,3129310000000.00
Port Johnbury,1/21/2019,32.68,277259000000.00
Liumouth,1/18/2019,20.68,984552000000.00
South Evanton,4/8/2019,5.62,1336030000000.00
Richardfort,3/5/2019,4.85,3291540000000.00
New Jacobville,2/7/2019,26.09,3517700000000.00
East Kaylahaven,2/4/2019,38.13,2889300000000.00
Williamsstad,1/20/2019,18.79,5023160000000.00
Lake Jonathanshire,4/11/2019,25.92,8533810000000.00
Port Samanthamouth,4/25/2019,9.44,4793950000000.00
South Karenland,3/30/2019,20.21,2903440000000.00
West Christopherberg,3/10/2019,7.98,5729360000000.00
Lake Scottton,3/29/2019,35.36,3706310000000.00
East Kaylahaven,1/24/2019,31.4,7430410000000.00
Raymondhaven,4/4/2019,41.45,2893200000000.00
Port Frank,3/19/2019,22.63,9908380000000.00
New Paulville,4/24/2019,13.32,8564320000000.00
Karenberg,4/30/2019,5.7,7644520000000.00
Barajasview,3/24/2019,12.24,766512000000.00
North Jason,2/10/2019,25.36,8594850000000.00
Barajasview,4/18/2019,12.35,6122260000000.00
New Kimberlyborough,4/3/2019,33.74,6329060000000.00
West Samuelburgh,1/31/2019,9.67,8851670000000.00
West Heidi,3/21/2019,9.06,6618750000000.00
Port Frank,1/16/2019,11.97,8711330000000.00
West Samuelburgh,4/8/2019,14.52,2480520000000.00
West Gabriel,5/1/2019,8.67,425758000000.00
Loganberg,4/18/2019,16.36,4728840000000.00
West Josephberg,5/7/2019,29.66,261962000000.00
South Michelleport,2/2/2019,12.77,1407380000000.00
Christopherfurt,4/14/2019,39.91,253266000000.00
Justinberg,4/14/2019,7.75,8860060000000.00
South Michelleport,3/12/2019,25.1,7109080000000.00
West Angela,4/10/2019,31.03,3524340000000.00
South Karenland,2/2/2019,10.54,4511040000000.00
Carriemouth,5/4/2019,41.54,1102330000000.00
Pattyland,1/9/2019,41.04,3525500000000.00
West Samuelburgh,3/4/2019,28.18,9684550000000.00
North Barbara,2/3/2019,11.54,5814430000000.00
Jerryton,2/20/2019,28.24,4147220000000.00
Leahton,3/6/2019,14.87,3839890000000.00
North Jasmine,2/6/2019,9.12,3928980000000.00
South Karenland,1/3/2019,39.16,5488600000000.00
Grahamburgh,3/19/2019,33.14,4377430000000.00
West Robert,3/29/2019,17.53,8336700000000.00
Williamsview,2/18/2019,18.75,4148430000000.00
Barajasview,1/4/2019,12.25,1657110000000.00
Williamsview,1/1/2019,5.42,5676170000000.00
West Ericstad,2/5/2019,30.89,2464030000000.00
Lake Danielberg,1/5/2019,28.79,9792090000000.00
Barajasview,3/29/2019,29.55,3838350000000.00
Liumouth,3/3/2019,26.6,4278970000000.00
West Patrickchester,3/6/2019,31.33,2574120000000.00
Lake Scottton,1/13/2019,24.81,395503000000.00
Liumouth,1/4/2019,34.77,8500620000000.00
Williamsstad,1/3/2019,17.16,28294640252.00
Lake Danielberg,2/4/2019,24.49,859545000000.00
Justinberg,2/28/2019,14.4,1131860000000.00
Jerryton,3/7/2019,15.82,8112350000000.00
New Jacobville,3/12/2019,28.12,3354770000000.00
Loganberg,1/3/2019,34.42,237725000000.00
West Patrickchester,3/2/2019,25.28,8920710000000.00
South Evanton,1/2/2019,16.96,9407700000000.00
North Markport,5/4/2019,28.93,1471660000000.00
Port Angela,4/2/2019,25.84,8022440000000.00
Richardfort,4/14/2019,43.01,7636010000000.00
Rogerston,1/27/2019,13.4,9764360000000.00
East Kaylahaven,2/11/2019,4.75,9782980000000.00
Raymondhaven,2/28/2019,21.78,1853830000000.00
Loganberg,2/20/2019,41.16,4360660000000.00
South Jack,2/17/2019,18.08,3666660000000.00
West Ericstad,5/5/2019,7.76,8379000000000.00
Port Frank,2/21/2019,19.81,2185140000000.00
Simpsonburgh,1/23/2019,39.95,1108660000000.00
Simpsonburgh,1/8/2019,13.01,9413350000000.00
South Evanton,2/8/2019,38.21,56240519093.00
Loganberg,3/30/2019,40.8,3172020000000.00
New Paulville,3/8/2019,18.35,3736130000000.00
East Kaylahaven,4/30/2019,37.41,1759790000000.00
West Gabriel,1/31/2019,6.8,1042280000000.00
South Phillip,3/15/2019,22.28,6023730000000.00
Richardfort,1/21/2019,10.91,3567610000000.00
Williamsview,3/22/2019,15.85,8549530000000.00
West Patrickchester,2/16/2019,12.15,9177370000000.00
North Jason,5/7/2019,24.2,3915680000000.00
Karenberg,4/13/2019,23.73,405641000000.00
East Kaylahaven,3/24/2019,32.21,6710060000000.00
Lake Jonathanshire,4/9/2019,15.96,577276000000.00
Williamsstad,3/12/2019,13.79,5771640000000.00
Deanville,1/28/2019,31.65,649770000000.00
South Latoya,2/25/2019,25.87,4911560000000.00
South Karenland,2/26/2019,38.05,445164000000.00
Justinberg,1/27/2019,28.41,3494880000000.00
South Michelleport,4/21/2019,36.47,3394690000000.00
Lake Jonathanshire,1/16/2019,26.27,3267660000000.00
Jerryton,3/25/2019,9.64,9483700000000.00
Grahamburgh,2/23/2019,41.98,3687570000000.00
South Karenland,2/26/2019,35.61,8413970000000.00
Johnton,4/29/2019,17.89,1266250000000.00
Justinberg,1/24/2019,38.79,1687190000000.00
Grahamburgh,2/2/2019,22.53,6583080000000.00
North Markport,1/17/2019,8.68,930356000000.00
Port Samanthamouth,1/1/2019,11.71,1849660000000.00
West Angela,4/11/2019,29.06,713854000000.00
Port David,3/3/2019,13.41,6413540000000.00
Christopherfurt,2/23/2019,15.61,8295290000000.00
Lake Scottton,2/27/2019,9.43,8167810000000.00
Valentineton,1/3/2019,37.4,4181290000000.00
Jerryton,2/19/2019,21.27,2523550000000.00
Reynoldsfurt,3/21/2019,11.97,9406110000000.00
Hurleymouth,2/24/2019,8.33,2051790000000.00
South Latoya,3/13/2019,16.01,2755060000000.00
North Jasmine,3/21/2019,39.02,7925530000000.00
Richardfort,3/16/2019,21.39,237473000000.00
Roberthaven,5/3/2019,42.15,2593370000000.00
South Michelleport,1/5/2019,39.9,6107070000000.00
Port Johnbury,1/15/2019,40.32,2121000000000.00
Loganberg,1/31/2019,20.36,1816760000000.00
Robertport,4/30/2019,14.81,1468740000000.00
South Michelleport,2/27/2019,10.4,6475100000000.00
New Jacobville,3/3/2019,41.39,3091550000000.00
Martinezhaven,4/12/2019,11.55,9306300000000.00
West Gabriel,4/8/2019,13.31,8629910000000.00
South Jack,4/10/2019,29.97,6134960000000.00
New Paulville,1/5/2019,21.57,3713140000000.00
Royland,1/11/2019,18.42,5578370000000.00
Roberthaven,1/15/2019,30.42,5912510000000.00
Justinberg,3/12/2019,24.41,3085650000000.00
West Angela,2/21/2019,40.55,1832100000000.00
North Madeline,1/30/2019,16.5,8651910000000.00
Port Angela,2/3/2019,6.42,9465220000000.00
North Jason,3/30/2019,12.04,6617570000000.00
West Patrickchester,4/18/2019,29.12,8009820000000.00
North Jason,3/27/2019,30.66,3371330000000.00
West Anthony,2/3/2019,19.66,2909280000000.00
Liumouth,4/29/2019,32.1,2696750000000.00
Martinezhaven,4/13/2019,40.2,8856600000000.00
West Josephberg,1/12/2019,5.77,5094740000000.00
Simpsonburgh,1/5/2019,39.44,252492000000.00
New Paulville,1/5/2019,44.68,3084380000000.00
Christopherfurt,2/4/2019,41.12,807740000000.00
Johnton,3/15/2019,30.27,1604980000000.00
South Jack,2/6/2019,7.71,6332020000000.00
Joneschester,3/28/2019,7.56,4606110000000.00
Lake Danielberg,2/23/2019,9.25,8304100000000.00
Port Frank,1/18/2019,19.98,4493440000000.00
Lake Jonathanshire,1/21/2019,37.25,2966540000000.00
Rogerston,3/7/2019,27.26,9445960000000.00
South Karenland,1/2/2019,19.57,7272200000000.00
West Gabriel,1/15/2019,11.71,3842430000000.00
West Gabriel,1/12/2019,31.98,2986880000000.00
Robertport,3/17/2019,14.61,8501450000000.00
West Christopherberg,4/3/2019,33.03,1478760000000.00
Lake Scottton,4/2/2019,43.2,3927210000000.00
West Christopherberg,2/7/2019,10.91,3730800000000.00
West Anthony,4/18/2019,11.2,3221740000000.00
Robertport,4/16/2019,36.11,5886550000000.00
Erikaland,3/27/2019,26.25,4808800000000.00
Williamsview,1/17/2019,32.29,7451580000000.00
West Robert,1/30/2019,43.02,7200180000000.00
Hurleymouth,2/6/2019,32.93,4140230000000.00
New Paulton,2/21/2019,27.56,3954580000000.00
Deanville,1/7/2019,21.5,9422000000000.00
Karenside,1/12/2019,37.73,1873050000000.00
New Paulton,3/12/2019,38.26,79314274773.00
Port Samanthamouth,4/9/2019,24.99,6743230000000.00
South Phillip,5/3/2019,8.3,8580230000000.00
Lake Danielberg,2/6/2019,29.96,2332000000000.00
Martinezhaven,2/6/2019,40.29,4665190000000.00
Pattyland,4/12/2019,28.65,6924230000000.00
Port Johnbury,2/5/2019,7.44,3008330000000.00
Richardfort,3/22/2019,16.35,5934240000000.00
Valentineton,2/17/2019,37.19,5020450000000.00
Rodneyfort,4/19/2019,35.79,9917200000000.00
West Christopherberg,4/19/2019,22.86,9748850000000.00
Valentineton,3/8/2019,43.59,5859670000000.00
New Jacobville,2/21/2019,40.05,3017980000000.00
Joneschester,5/5/2019,21.74,2729180000000.00
Johnton,1/14/2019,19.68,8534360000000.00
West Heidi,1/29/2019,38.68,4818940000000.00
West Christopherberg,4/11/2019,4.88,7740850000000.00
West Angela,3/17/2019,23.45,7766330000000.00
South Evanton,1/9/2019,40.73,6529650000000.00
West Gabriel,1/23/2019,40.17,9157930000000.00
Carriemouth,4/5/2019,38.17,8161200000000.00
West Ericstad,3/18/2019,23.62,6209240000000.00
North Jasmine,4/22/2019,6.49,1617290000000.00
Martinezhaven,4/30/2019,36.07,1517730000000.00
West Gabriel,2/17/2019,17.03,4385810000000.00
Liumouth,3/6/2019,37.4,602124000000.00
Roberthaven,5/2/2019,21.8,3456710000000.00
West Angela,2/21/2019,27.68,791846000000.00
West Robert,2/1/2019,30.94,218488000000.00
Carriemouth,4/27/2019,8.28,451752000000.00
North Jason,1/8/2019,10.74,1777360000000.00
West Angela,4/13/2019,28.75,3697510000000.00
Reynoldsfurt,2/3/2019,6.34,5560690000000.00
Lake Jonathanshire,4/11/2019,22.48,3505460000000.00
New Kimberlyborough,2/5/2019,18.02,3979120000000.00
Jerryton,3/23/2019,37.89,4275220000000.00
Joneschester,3/4/2019,41.65,9830270000000.00
Lake Jonathanshire,2/16/2019,17.58,3641780000000.00
Richardfort,1/3/2019,5.32,3268840000000.00
Deanville,1/29/2019,25.39,9623390000000.00
Richardfort,3/29/2019,37.76,4802690000000.00
Royland,3/23/2019,13.7,8505730000000.00
Jerryton,4/20/2019,29.84,8129670000000.00
Lake Jonathanshire,1/17/2019,28.42,6544220000000.00
Karenberg,4/24/2019,34.67,6995540000000.00
Joneschester,2/17/2019,10.52,3382310000000.00
Rogerston,2/27/2019,27.4,6535370000000.00
North Jason,1/11/2019,19.64,6877010000000.00
Reynoldsfurt,4/11/2019,38.35,6517890000000.00
Rogerston,1/26/2019,11.13,9117400000000.00
Grahamburgh,3/11/2019,34.53,1668090000000.00
Lake Jonathanshire,1/21/2019,22.36,2522100000000.00
Lake Danielberg,3/5/2019,44.77,904235000000.00
Liumouth,1/30/2019,22.9,2852060000000.00
West Gabriel,1/28/2019,5.58,8437990000000.00
North Jason,1/24/2019,40.15,6720070000000.00
West Robert,3/16/2019,42.89,3371310000000.00
Huntermouth,1/24/2019,42.36,2881100000000.00
Karenside,1/17/2019,11.6,2896160000000.00
Karenberg,2/19/2019,12.25,3871930000000.00
Amandaburgh,1/29/2019,41.06,4296860000000.00
West Robert,2/18/2019,44.97,341568000000.00
Pattyland,1/12/2019,17.85,1717520000000.00
West Robert,2/19/2019,40.64,5090000000000.00
Lake Jonathanshire,2/23/2019,26.63,5372490000000.00
Raymondhaven,3/31/2019,7.67,3677670000000.00
New Kimberlyborough,4/24/2019,37.73,2211220000000.00
North Jasmine,5/8/2019,18.55,5682020000000.00
Reynoldsfurt,2/9/2019,21.02,6197090000000.00
West Anthony,3/8/2019,41.3,1154690000000.00
West Christopherberg,1/30/2019,16.85,7337260000000.00
Erikaland,2/11/2019,35.89,1692280000000.00
Port Samanthamouth,2/2/2019,39.28,2671260000000.00
New Jacobville,4/30/2019,5.6,3975720000000.00
Huntermouth,3/27/2019,22.64,9536740000000.00
Joneschester,3/19/2019,42.74,4496210000000.00
Port Frank,1/15/2019,30.93,8726140000000.00
Leahton,3/3/2019,43.44,4290920000000.00
Raymondhaven,2/7/2019,38.67,8352960000000.00
South Latoya,4/22/2019,27.54,3391380000000.00
West Ericstad,3/4/2019,43.98,6434940000000.00
Liumouth,4/12/2019,10.53,8954520000000.00
Port Johnbury,4/25/2019,10.26,2977080000000.00
Robertport,4/18/2019,24.48,4267630000000.00
South Michelleport,4/27/2019,27.89,355231000000.00
Grahamburgh,2/16/2019,30.23,5124140000000.00
Liumouth,4/2/2019,25.56,9544290000000.00
Grahamburgh,4/10/2019,37.67,1448870000000.00
Rogerston,2/3/2019,4.41,1718710000000.00
New Paulville,1/21/2019,33.47,8221240000000.00
Liumouth,2/28/2019,30.3,2081810000000.00
Port Frank,2/6/2019,34.86,3935960000000.00
Loganberg,2/21/2019,36.21,8542270000000.00
Karenside,3/21/2019,26.69,7728920000000.00
West Angela,4/14/2019,39.95,7950040000000.00
West Josephberg,1/31/2019,38.28,4195600000000.00
West Samuelburgh,2/22/2019,7.13,2717850000000.00
Lake Danielberg,2/6/2019,30.31,3396700000000.00
Johnton,1/31/2019,23.36,3671340000000.00
West Ericstad,1/21/2019,8.07,7506040000000.00
Lake Scottton,4/18/2019,4.36,5843810000000.00
North Jasmine,4/17/2019,11.76,4450940000000.00
North Jason,4/15/2019,42.29,5008030000000.00
North Jason,3/4/2019,38.49,3338030000000.00
Lake Danielberg,2/17/2019,11.7,4874330000000.00
Christopherfurt,4/4/2019,24.47,571641000000.00
Port Johnbury,1/4/2019,32.75,1737290000000.00
Port Angela,5/4/2019,21.62,6302510000000.00
Port Frank,4/28/2019,15,7321190000000.00
North Barbara,1/8/2019,25.84,3505170000000.00
North Jason,4/14/2019,8.05,7833720000000.00
Barajasview,1/12/2019,21.64,3010030000000.00
North Jasmine,1/13/2019,16.92,5896680000000.00
South Karenland,4/25/2019,36.71,7085370000000.00
West Gabriel,2/20/2019,28.13,7467210000000.00
Carriemouth,3/25/2019,26.4,4293520000000.00
Huntermouth,3/17/2019,30.31,6909760000000.00
Valentineton,1/12/2019,42.31,5901460000000.00
East Kaylahaven,1/29/2019,26.79,5038190000000.00
Lake Danielberg,4/12/2019,41.45,5338700000000.00
West Robert,1/15/2019,33.91,2161160000000.00
Williamsstad,4/4/2019,31.52,778427000000.00
Port David,4/22/2019,30.03,7355590000000.00
Karenside,3/3/2019,19.19,1723490000000.00
Valentineton,3/16/2019,5.23,7407810000000.00
New Kimberlyborough,4/3/2019,43.07,5603780000000.00
New Jacobville,4/20/2019,13.35,9259170000000.00
Joneschester,4/13/2019,27.36,7530380000000.00
Joneschester,4/20/2019,30.12,8972500000000.00
Jerryton,3/24/2019,31.47,5424250000000.00
Grahamburgh,1/3/2019,17.61,7877230000000.00
Royland,1/18/2019,32.11,4548840000000.00
West Robert,3/10/2019,6.74,6675180000000.00
Karenside,2/19/2019,17.41,1217250000000.00
Williamsview,4/18/2019,39.79,8745530000000.00
Simpsonburgh,3/3/2019,7.63,4176780000000.00
West Angela,5/7/2019,12.35,2050510000000.00
West Heidi,1/15/2019,21.44,83498621902.00
Leahton,3/13/2019,36.79,6214130000000.00
Reynoldsfurt,2/14/2019,39.4,9070690000000.00
Christopherfurt,3/13/2019,32.05,2788820000000.00
Raymondhaven,3/20/2019,38.53,8658260000000.00
Port Johnbury,3/26/2019,7.63,8089280000000.00
West Gabriel,5/5/2019,27.57,4428770000000.00
Barronchester,1/27/2019,27.79,6653620000000.00
East Kentstad,4/7/2019,18.75,6575960000000.00
Lake Omar,1/17/2019,21.71,966912000000.00
Myersshire,2/27/2019,17.1,5706770000000.00
West Hannah,4/19/2019,37.78,2273050000000.00
East Marymouth,3/29/2019,37.6,6370860000000.00
New Raymond,2/25/2019,20.44,5984510000000.00
Lake Robertside,1/11/2019,46.51,6574330000000.00
Josephside,3/30/2019,44.74,5592690000000.00
Brandonfort,1/14/2019,28.02,8100260000000.00
Josephside,2/7/2019,31.94,3185690000000.00
New Raymond,3/21/2019,22.12,6031760000000.00
Lewisland,2/14/2019,42.31,580386000000.00
East Kentstad,1/22/2019,35.01,8750870000000.00
